file,batch,pair_id,variant,model,label,chars
D13352.docx,batch03,abstract-ART000901246,P3b,qwen3-8b,ai,949
D13353.docx,batch03,abstract-ART000903073,P3b,qwen3-8b,ai,385
D13354.docx,batch03,abstract-ART000861843,P3b,qwen3-8b,ai,387
D13355.docx,batch03,abstract-ART001887195,P3b,qwen3-8b,ai,402
D13356.docx,batch03,abstract-ART000873020,P3b,qwen3-8b,ai,427
D13357.docx,batch03,abstract-ART000906046,P3b,qwen3-8b,ai,498
D13358.docx,batch03,abstract-ART000894529,P3b,qwen3-8b,ai,441
D13359.docx,batch03,abstract-ART001570038,P3b,qwen3-8b,ai,1001
D13360.docx,batch03,abstract-ART000856081,P3b,qwen3-8b,ai,529
D13361.docx,batch03,abstract-ART000890257,P3b,qwen3-8b,ai,615
D13362.docx,batch03,abstract-ART000903379,P3b,qwen3-8b,ai,379
D13363.docx,batch03,abstract-ART000852249,P3b,qwen3-8b,ai,606
D13364.docx,batch03,abstract-ART001209715,P3b,qwen3-8b,ai,783
D13365.docx,batch03,abstract-ART000906033,P3b,qwen3-8b,ai,584
D13366.docx,batch03,abstract-ART000893214,P3b,qwen3-8b,ai,348
D13367.docx,batch03,abstract-ART000855983,P3b,qwen3-8b,ai,905
D13368.docx,batch03,abstract-ART002516317,P3b,qwen3-8b,ai,543
D13369.docx,batch03,abstract-ART000853029,P3b,qwen3-8b,ai,868
D13370.docx,batch03,abstract-ART000883019,P3b,qwen3-8b,ai,389
D13371.docx,batch03,abstract-ART000858237,P3b,qwen3-8b,ai,1073
D13372.docx,batch03,abstract-ART000863629,P3b,qwen3-8b,ai,395
D13373.docx,batch03,abstract-ART000851871,P3b,qwen3-8b,ai,649
D13374.docx,batch03,abstract-ART001158909,P3b,qwen3-8b,ai,504
D13375.docx,batch03,abstract-ART000888977,P3b,qwen3-8b,ai,452
D13376.docx,batch03,abstract-ART000889932,P3b,qwen3-8b,ai,438
D13377.docx,batch03,abstract-ART001837954,P3b,qwen3-8b,ai,555
D13378.docx,batch03,abstract-ART002002452,P3b,qwen3-8b,ai,553
D13379.docx,batch03,abstract-ART000881936,P3b,qwen3-8b,ai,928
D13380.docx,batch03,abstract-ART000875850,P3b,qwen3-8b,ai,550
D13381.docx,batch03,abstract-ART000892544,P3b,qwen3-8b,ai,531
D13382.docx,batch03,abstract-ART000906516,P3b,qwen3-8b,ai,500
D13383.docx,batch03,abstract-ART000851132,P3b,qwen3-8b,ai,478
D13384.docx,batch03,abstract-ART000864358,P3b,qwen3-8b,ai,518
D13385.docx,batch03,abstract-ART000860718,P3b,qwen3-8b,ai,862
D13386.docx,batch03,abstract-ART000865125,P3b,qwen3-8b,ai,474
D13387.docx,batch03,abstract-ART000862163,P3b,qwen3-8b,ai,372
D13388.docx,batch03,abstract-ART002073854,P3b,qwen3-8b,ai,794
D13389.docx,batch03,abstract-ART000890023,P3b,qwen3-8b,ai,646
D13390.docx,batch03,abstract-ART000869494,P3b,qwen3-8b,ai,629
D13391.docx,batch03,abstract-ART000881038,P3b,qwen3-8b,ai,338
D13392.docx,batch03,abstract-ART000885363,P3b,qwen3-8b,ai,838
D13393.docx,batch03,abstract-ART000901331,P3b,qwen3-8b,ai,980
D13394.docx,batch03,abstract-ART000863358,P3b,qwen3-8b,ai,322
D13395.docx,batch03,abstract-ART000880386,P3b,qwen3-8b,ai,571
D13396.docx,batch03,abstract-ART000899176,P3b,qwen3-8b,ai,459
D13397.docx,batch03,abstract-ART000903644,P3b,qwen3-8b,ai,618
D13398.docx,batch03,abstract-ART000878874,P3b,qwen3-8b,ai,566
D13399.docx,batch03,abstract-ART000899511,P3b,qwen3-8b,ai,667
D13400.docx,batch03,abstract-ART000873502,P3b,qwen3-8b,ai,708
D13401.docx,batch03,abstract-ART000905164,P3b,qwen3-8b,ai,621
D13402.docx,batch03,abstract-ART000903107,P3b,qwen3-8b,ai,420
D13403.docx,batch03,abstract-ART000861413,P3b,qwen3-8b,ai,878
D13404.docx,batch03,abstract-ART001975365,P3b,qwen3-8b,ai,661
D13405.docx,batch03,abstract-ART000852426,P3b,qwen3-8b,ai,496
D13406.docx,batch03,abstract-ART000905306,P3b,qwen3-8b,ai,657
D13407.docx,batch03,abstract-ART000904242,P3b,qwen3-8b,ai,466
D13408.docx,batch03,abstract-ART000906054,P3b,qwen3-8b,ai,361
D13409.docx,batch03,abstract-ART000864523,P3b,qwen3-8b,ai,490
D13410.docx,batch03,abstract-ART000892633,P3b,qwen3-8b,ai,753
D13411.docx,batch03,abstract-ART000861019,P3b,qwen3-8b,ai,451
D13412.docx,batch03,abstract-ART000880942,P3b,qwen3-8b,ai,1045
D13413.docx,batch03,abstract-ART000868278,P3b,qwen3-8b,ai,451
D13414.docx,batch03,abstract-ART000855222,P3b,qwen3-8b,ai,840
D13415.docx,batch03,abstract-ART000880143,P3b,qwen3-8b,ai,473
D13416.docx,batch03,abstract-ART000861080,P3b,qwen3-8b,ai,580
D13417.docx,batch03,abstract-ART000898556,P3b,qwen3-8b,ai,390
D13418.docx,batch03,abstract-ART000869474,P3b,qwen3-8b,ai,597
D13419.docx,batch03,abstract-ART000864444,P3b,qwen3-8b,ai,438
D13420.docx,batch03,abstract-ART000864519,P3b,qwen3-8b,ai,562
D13421.docx,batch03,abstract-ART001786177,P3b,qwen3-8b,ai,543
D13422.docx,batch03,abstract-ART000851549,P3b,qwen3-8b,ai,759
D13423.docx,batch03,abstract-ART001297645,P3b,qwen3-8b,ai,572
D13424.docx,batch03,abstract-ART000900746,P3b,qwen3-8b,ai,334
D13425.docx,batch03,abstract-ART001713845,P3b,qwen3-8b,ai,772
D13426.docx,batch03,abstract-ART000903480,P3b,qwen3-8b,ai,547
D13427.docx,batch03,abstract-ART002032641,P3b,qwen3-8b,ai,589
D13428.docx,batch03,abstract-ART000863208,P3b,qwen3-8b,ai,907
D13429.docx,batch03,abstract-ART001456322,P3b,qwen3-8b,ai,789
D13430.docx,batch03,abstract-ART000901245,P3b,qwen3-8b,ai,348
D13431.docx,batch03,abstract-ART000884463,P3b,qwen3-8b,ai,898
D13432.docx,batch03,abstract-ART000864374,P3b,qwen3-8b,ai,350
D13433.docx,batch03,abstract-ART000903075,P3b,qwen3-8b,ai,633
D13434.docx,batch03,abstract-ART000867073,P3b,qwen3-8b,ai,382
D13435.docx,batch03,abstract-ART000864451,P3b,qwen3-8b,ai,426
D13436.docx,batch03,abstract-ART000880729,P3b,qwen3-8b,ai,770
D13437.docx,batch03,abstract-ART000892390,P3b,qwen3-8b,ai,731
D13438.docx,batch03,abstract-ART000864766,P3b,qwen3-8b,ai,710
D13439.docx,batch03,abstract-ART000905609,P3b,qwen3-8b,ai,460
D13440.docx,batch03,abstract-ART002007285,P3b,qwen3-8b,ai,354
D13441.docx,batch03,abstract-ART000874641,P3b,qwen3-8b,ai,661
D13442.docx,batch03,abstract-ART000868777,P3b,qwen3-8b,ai,703
D13443.docx,batch03,abstract-ART000891914,P3b,qwen3-8b,ai,669
D13444.docx,batch03,abstract-ART000874690,P3b,qwen3-8b,ai,574
D13445.docx,batch03,abstract-ART000856396,P3b,qwen3-8b,ai,496
D13446.docx,batch03,abstract-ART000888562,P3b,qwen3-8b,ai,638
D13447.docx,batch03,abstract-ART000852314,P3b,qwen3-8b,ai,682
D13448.docx,batch03,abstract-ART000904628,P3b,qwen3-8b,ai,444
D13449.docx,batch03,abstract-ART000889007,P3b,qwen3-8b,ai,362
D13450.docx,batch03,abstract-ART000869469,P3b,qwen3-8b,ai,994
D13451.docx,batch03,abstract-ART000856331,P3b,qwen3-8b,ai,1073
D13452.docx,batch03,abstract-ART000908153,P3b,qwen3-8b,ai,562
D13453.docx,batch03,abstract-ART000891933,P3b,qwen3-8b,ai,367
D13454.docx,batch03,abstract-ART000877428,P3b,qwen3-8b,ai,433
D13455.docx,batch03,abstract-ART000896377,P3b,qwen3-8b,ai,605
D13456.docx,batch03,abstract-ART000861130,P3b,qwen3-8b,ai,1136
D13457.docx,batch03,abstract-ART000875893,P3b,qwen3-8b,ai,417
D13458.docx,batch03,abstract-ART000904870,P3b,qwen3-8b,ai,501
D13459.docx,batch03,abstract-ART000898412,P3b,qwen3-8b,ai,334
D13460.docx,batch03,abstract-ART000868475,P3b,qwen3-8b,ai,594
D13461.docx,batch03,abstract-ART000861500,P3b,qwen3-8b,ai,1153
D13462.docx,batch03,abstract-ART000875927,P3b,qwen3-8b,ai,400
D13463.docx,batch03,abstract-ART000880448,P3b,qwen3-8b,ai,488
D13464.docx,batch03,abstract-ART000882996,P3b,qwen3-8b,ai,843
D13465.docx,batch03,abstract-ART000896511,P3b,qwen3-8b,ai,431
D13466.docx,batch03,abstract-ART000902221,P3b,qwen3-8b,ai,546
D13467.docx,batch03,abstract-ART000879621,P3b,qwen3-8b,ai,441
D13468.docx,batch03,abstract-ART000863993,P3b,qwen3-8b,ai,406
D13469.docx,batch03,abstract-ART000893194,P3b,qwen3-8b,ai,622
D13470.docx,batch03,abstract-ART001445719,P3b,qwen3-8b,ai,493
D13471.docx,batch03,abstract-ART000862391,P3b,qwen3-8b,ai,381
D13472.docx,batch03,abstract-ART000885119,P3b,qwen3-8b,ai,608
D13473.docx,batch03,abstract-ART000895586,P3b,qwen3-8b,ai,868
D13474.docx,batch03,abstract-ART000867336,P3b,qwen3-8b,ai,468
D13475.docx,batch03,abstract-ART000855463,P3b,qwen3-8b,ai,1032
D13476.docx,batch03,abstract-ART000861987,P3b,qwen3-8b,ai,393
D13477.docx,batch03,abstract-ART000893257,P3b,qwen3-8b,ai,480
D13478.docx,batch03,abstract-ART002541346,P3b,qwen3-8b,ai,605
D13479.docx,batch03,abstract-ART000861209,P3b,qwen3-8b,ai,801
D13480.docx,batch03,abstract-ART000857769,P3b,qwen3-8b,ai,499
D13481.docx,batch03,abstract-ART000861764,P3b,qwen3-8b,ai,437
D13482.docx,batch03,abstract-ART000861193,P3b,qwen3-8b,ai,1023
D13483.docx,batch03,abstract-ART000862253,P3b,qwen3-8b,ai,281
D13484.docx,batch03,abstract-ART001975343,P3b,qwen3-8b,ai,889
D13485.docx,batch03,abstract-ART000905252,P3b,qwen3-8b,ai,442
D13486.docx,batch03,abstract-ART000874617,P3b,qwen3-8b,ai,418
D13487.docx,batch03,abstract-ART000902328,P3b,qwen3-8b,ai,463
D13488.docx,batch03,abstract-ART000874912,P3b,qwen3-8b,ai,876
D13489.docx,batch03,abstract-ART001903712,P3b,qwen3-8b,ai,754
D13490.docx,batch03,abstract-ART000902142,P3b,qwen3-8b,ai,474
D13491.docx,batch03,abstract-ART000892586,P3b,qwen3-8b,ai,311
D13492.docx,batch03,abstract-ART000875849,P3b,qwen3-8b,ai,1031
D13493.docx,batch03,abstract-ART000891962,P3b,qwen3-8b,ai,484
D13494.docx,batch03,abstract-ART000900137,P3b,qwen3-8b,ai,702
D13495.docx,batch03,abstract-ART000868115,P3b,qwen3-8b,ai,682
D13496.docx,batch03,abstract-ART000904712,P3b,qwen3-8b,ai,386
D13497.docx,batch03,abstract-ART000888785,P3b,qwen3-8b,ai,864
D13498.docx,batch03,abstract-ART000903057,P3b,qwen3-8b,ai,389
D13499.docx,batch03,abstract-ART000905927,P3b,qwen3-8b,ai,574
D13500.docx,batch03,abstract-ART000875043,P3b,qwen3-8b,ai,697
D13501.docx,batch03,abstract-ART000900932,P3b,qwen3-8b,ai,427
D13502.docx,batch03,abstract-ART000896296,P3b,qwen3-8b,ai,452
D13503.docx,batch03,abstract-ART000888592,P3b,qwen3-8b,ai,729
D13504.docx,batch03,abstract-ART000858305,P3b,qwen3-8b,ai,463
D13505.docx,batch03,abstract-ART000908155,P3b,qwen3-8b,ai,374
D13506.docx,batch03,abstract-ART000897500,P3b,qwen3-8b,ai,440
D13507.docx,batch03,abstract-ART000862252,P3b,qwen3-8b,ai,329
D13508.docx,batch03,abstract-ART000903554,P3b,qwen3-8b,ai,791
D13509.docx,batch03,abstract-ART000902051,P3b,qwen3-8b,ai,552
D13510.docx,batch03,abstract-ART000875646,P3b,qwen3-8b,ai,602
D13511.docx,batch03,abstract-ART000906002,P3b,qwen3-8b,ai,372
D13512.docx,batch03,abstract-ART000889319,P3b,qwen3-8b,ai,608
D13513.docx,batch03,abstract-ART002121439,P3b,qwen3-8b,ai,619
D13514.docx,batch03,abstract-ART000852144,P3b,qwen3-8b,ai,381
D13515.docx,batch03,abstract-ART000852601,P3b,qwen3-8b,ai,782
D13516.docx,batch03,abstract-ART002475416,P3b,qwen3-8b,ai,670
D13517.docx,batch03,abstract-ART000850960,P3b,qwen3-8b,ai,583
D13518.docx,batch03,abstract-ART000857689,P3b,qwen3-8b,ai,970
D13519.docx,batch03,abstract-ART000906220,P3b,qwen3-8b,ai,525
D13520.docx,batch03,abstract-ART000858863,P3b,qwen3-8b,ai,343
D13521.docx,batch03,abstract-ART000874757,P3b,qwen3-8b,ai,597
D13522.docx,batch03,abstract-ART000864271,P3b,qwen3-8b,ai,501
D13523.docx,batch03,abstract-ART000895550,P3b,qwen3-8b,ai,477
D13524.docx,batch03,abstract-ART000875776,P3b,qwen3-8b,ai,373
D13525.docx,batch03,abstract-ART000873586,P3b,qwen3-8b,ai,636
D13526.docx,batch03,abstract-ART000853130,P3b,qwen3-8b,ai,788
D13527.docx,batch03,abstract-ART000894624,P3b,qwen3-8b,ai,814
D13528.docx,batch03,abstract-ART000906235,P3b,qwen3-8b,ai,764
D13529.docx,batch03,abstract-ART000867334,P3b,qwen3-8b,ai,628
D13530.docx,batch03,abstract-ART000903219,P3b,qwen3-8b,ai,527
D13531.docx,batch03,abstract-ART000889553,P3b,qwen3-8b,ai,812
D13532.docx,batch03,abstract-ART000875530,P3b,qwen3-8b,ai,374
D13533.docx,batch03,abstract-ART000895763,P3b,qwen3-8b,ai,374
D13534.docx,batch03,abstract-ART000902756,P3b,qwen3-8b,ai,327
D13535.docx,batch03,abstract-ART000905239,P3b,qwen3-8b,ai,564
D13536.docx,batch03,abstract-ART000903888,P3b,qwen3-8b,ai,755
D13537.docx,batch03,abstract-ART000979468,P3b,qwen3-8b,ai,609
D13538.docx,batch03,abstract-ART000878894,P3b,qwen3-8b,ai,727
D13539.docx,batch03,abstract-ART002542196,P3b,qwen3-8b,ai,573
D13540.docx,batch03,abstract-ART000881733,P3b,qwen3-8b,ai,372
D13541.docx,batch03,abstract-ART000880125,P3b,qwen3-8b,ai,316
D13542.docx,batch03,abstract-ART000869723,P3b,qwen3-8b,ai,1019
D13543.docx,batch03,abstract-ART000857617,P3b,qwen3-8b,ai,540
D13544.docx,batch03,abstract-ART000874409,P3b,qwen3-8b,ai,528
D13545.docx,batch03,abstract-ART002065248,P3b,qwen3-8b,ai,804
D13546.docx,batch03,abstract-ART000869874,P3b,qwen3-8b,ai,694
D13547.docx,batch03,abstract-ART001804399,P3b,qwen3-8b,ai,494
D13548.docx,batch03,abstract-ART000892187,P3b,qwen3-8b,ai,484
D13549.docx,batch03,abstract-ART001697732,P3b,qwen3-8b,ai,920
D13550.docx,batch03,abstract-ART002066358,P3b,qwen3-8b,ai,473
D13551.docx,batch03,abstract-ART000852510,P3b,qwen3-8b,ai,1013
D13552.docx,batch03,abstract-ART000877183,P3b,qwen3-8b,ai,543
D13553.docx,batch03,abstract-ART001445711,P3b,qwen3-8b,ai,531
D13554.docx,batch03,abstract-ART000887275,P3b,qwen3-8b,ai,590
D13555.docx,batch03,abstract-ART000862584,P3b,qwen3-8b,ai,340
D13556.docx,batch03,abstract-ART000904799,P3b,qwen3-8b,ai,509
D13557.docx,batch03,abstract-ART000888616,P3b,qwen3-8b,ai,659
D13558.docx,batch03,abstract-ART000872897,P3b,qwen3-8b,ai,844
D13559.docx,batch03,abstract-ART000860961,P3b,qwen3-8b,ai,551
D13560.docx,batch03,abstract-ART000867654,P3b,qwen3-8b,ai,446
D13561.docx,batch03,abstract-ART000861071,P3b,qwen3-8b,ai,632
D13562.docx,batch03,abstract-ART000864290,P3b,qwen3-8b,ai,768
D13563.docx,batch03,abstract-ART000893217,P3b,qwen3-8b,ai,543
D13564.docx,batch03,abstract-ART000893349,P3b,qwen3-8b,ai,361
D13565.docx,batch03,abstract-ART000867302,P3b,qwen3-8b,ai,385
D13566.docx,batch03,abstract-ART000874256,P3b,qwen3-8b,ai,338
D13567.docx,batch03,abstract-ART000869643,P3b,qwen3-8b,ai,996
D13568.docx,batch03,abstract-ART000890333,P3b,qwen3-8b,ai,702
D13569.docx,batch03,abstract-ART001368795,P3b,qwen3-8b,ai,850
D13570.docx,batch03,abstract-ART000905169,P3b,qwen3-8b,ai,379
D13571.docx,batch03,abstract-ART000901809,P3b,qwen3-8b,ai,564
D13572.docx,batch03,abstract-ART000899276,P3b,qwen3-8b,ai,429
D13573.docx,batch03,abstract-ART000899452,P3b,qwen3-8b,ai,348
D13574.docx,batch03,abstract-ART000874613,P3b,qwen3-8b,ai,388
D13575.docx,batch03,abstract-ART000854650,P3b,qwen3-8b,ai,470
D13576.docx,batch03,abstract-ART000881232,P3b,qwen3-8b,ai,505
D13577.docx,batch03,abstract-ART000900924,P3b,qwen3-8b,ai,524
D13578.docx,batch03,abstract-ART000885211,P3b,qwen3-8b,ai,706
D13579.docx,batch03,abstract-ART000864902,P3b,qwen3-8b,ai,713
D13580.docx,batch03,abstract-ART001872342,P3b,qwen3-8b,ai,653
D13581.docx,batch03,abstract-ART000860966,P3b,qwen3-8b,ai,819
D13582.docx,batch03,abstract-ART002254814,P3b,qwen3-8b,ai,580
D13583.docx,batch03,abstract-ART001681483,P3b,qwen3-8b,ai,324
D13584.docx,batch03,abstract-ART000893274,P3b,qwen3-8b,ai,333
D13585.docx,batch03,abstract-ART000889474,P3b,qwen3-8b,ai,950
D13586.docx,batch03,abstract-ART000852628,P3b,qwen3-8b,ai,530
D13587.docx,batch03,abstract-ART000877756,P3b,qwen3-8b,ai,548
D13588.docx,batch03,abstract-ART000879486,P3b,qwen3-8b,ai,445
D13589.docx,batch03,abstract-ART000868181,P3b,qwen3-8b,ai,742
D13590.docx,batch03,abstract-ART002254556,P3b,qwen3-8b,ai,535
D13591.docx,batch03,abstract-ART000903360,P3b,qwen3-8b,ai,626
D13592.docx,batch03,abstract-ART001713864,P3b,qwen3-8b,ai,653
D13593.docx,batch03,abstract-ART002318015,P3b,qwen3-8b,ai,693
D13594.docx,batch03,abstract-ART000861073,P3b,qwen3-8b,ai,478
D13595.docx,batch03,abstract-ART001653293,P3b,qwen3-8b,ai,606
D13596.docx,batch03,abstract-ART001509883,P3b,qwen3-8b,ai,547
D13597.docx,batch03,abstract-ART002220976,P3b,qwen3-8b,ai,446
D13598.docx,batch03,abstract-ART000861695,P3b,qwen3-8b,ai,654
D13599.docx,batch03,abstract-ART001621282,P3b,qwen3-8b,ai,340
D13600.docx,batch03,abstract-ART000901865,P3b,qwen3-8b,ai,804
D13601.docx,batch03,abstract-ART000905573,P3b,qwen3-8b,ai,467
D13602.docx,batch03,abstract-ART000905237,P3b,qwen3-8b,ai,488
D13603.docx,batch03,abstract-ART000893256,P3b,qwen3-8b,ai,495
D13604.docx,batch03,abstract-ART000895403,P3b,qwen3-8b,ai,633
D13605.docx,batch03,abstract-ART000876986,P3b,qwen3-8b,ai,501
D13606.docx,batch03,abstract-ART000900142,P3b,qwen3-8b,ai,570
D13607.docx,batch03,abstract-ART000861947,P3b,qwen3-8b,ai,811
D13608.docx,batch03,abstract-ART000867378,P3b,qwen3-8b,ai,465
D13609.docx,batch03,abstract-ART000899434,P3b,qwen3-8b,ai,414
D13610.docx,batch03,abstract-ART000856082,P3b,qwen3-8b,ai,363
D13611.docx,batch03,abstract-ART000861920,P3b,qwen3-8b,ai,353
D13612.docx,batch03,abstract-ART000867196,P3b,qwen3-8b,ai,397
D13613.docx,batch03,abstract-ART001532680,P3b,qwen3-8b,ai,524
D13614.docx,batch03,abstract-ART000892840,P3b,qwen3-8b,ai,660
D13615.docx,batch03,abstract-ART000867628,P3b,qwen3-8b,ai,587
D13616.docx,batch03,abstract-ART000869554,P3b,qwen3-8b,ai,549
D13617.docx,batch03,abstract-ART000902757,P3b,qwen3-8b,ai,467
D13618.docx,batch03,abstract-ART002507149,P3b,qwen3-8b,ai,702
D13619.docx,batch03,abstract-ART000905302,P3b,qwen3-8b,ai,785
D13620.docx,batch03,abstract-ART000873228,P3b,qwen3-8b,ai,389
D13621.docx,batch03,abstract-ART000896586,P3b,qwen3-8b,ai,709
D13622.docx,batch03,abstract-ART002118864,P3b,qwen3-8b,ai,562
D13623.docx,batch03,abstract-ART001716280,P3b,qwen3-8b,ai,444
D13624.docx,batch03,abstract-ART000864391,P3b,qwen3-8b,ai,555
D13625.docx,batch03,abstract-ART000898893,P3b,qwen3-8b,ai,840
D13626.docx,batch03,abstract-ART000861162,P3b,qwen3-8b,ai,453
D13627.docx,batch03,abstract-ART002551613,P3b,qwen3-8b,ai,959
D13628.docx,batch03,abstract-ART000902318,P3b,qwen3-8b,ai,587
D13629.docx,batch03,abstract-ART000889387,P3b,qwen3-8b,ai,441
D13630.docx,batch03,abstract-ART001474408,P3b,qwen3-8b,ai,808
D13631.docx,batch03,abstract-ART000868514,P3b,qwen3-8b,ai,460
D13632.docx,batch03,abstract-ART000890643,P3b,qwen3-8b,ai,517
D13633.docx,batch03,abstract-ART000905045,P3b,qwen3-8b,ai,546
D13634.docx,batch03,abstract-ART000852909,P3b,qwen3-8b,ai,752
D13635.docx,batch03,abstract-ART000873611,P3b,qwen3-8b,ai,687
D13636.docx,batch03,abstract-ART000861131,P3b,qwen3-8b,ai,634
D13637.docx,batch03,abstract-ART000860715,P3b,qwen3-8b,ai,626
D13638.docx,batch03,abstract-ART000896140,P3b,qwen3-8b,ai,764
D13639.docx,batch03,abstract-ART000904710,P3b,qwen3-8b,ai,405
D13640.docx,batch03,abstract-ART000879183,P3b,qwen3-8b,ai,868
D13641.docx,batch03,abstract-ART000904790,P3b,qwen3-8b,ai,586
D13642.docx,batch03,abstract-ART000879086,P3b,qwen3-8b,ai,705
D13643.docx,batch03,abstract-ART000879195,P3b,qwen3-8b,ai,598
D13644.docx,batch03,abstract-ART001744343,P3b,qwen3-8b,ai,425
D13645.docx,batch03,abstract-ART000856306,P3b,qwen3-8b,ai,623
D13646.docx,batch03,abstract-ART002126605,P3b,qwen3-8b,ai,781
D13647.docx,batch03,abstract-ART000905309,P3b,qwen3-8b,ai,501
D13648.docx,batch03,abstract-ART000896384,P3b,qwen3-8b,ai,387
D13649.docx,batch03,abstract-ART000889182,P3b,qwen3-8b,ai,328
D13650.docx,batch03,abstract-ART000889088,P3b,qwen3-8b,ai,477
D13651.docx,batch03,abstract-ART000899777,P3b,qwen3-8b,ai,894
D13652.docx,batch03,abstract-ART000864287,P3b,qwen3-8b,ai,598
D13653.docx,batch03,abstract-ART000899892,P3b,qwen3-8b,ai,348
D13654.docx,batch03,abstract-ART000899837,P3b,qwen3-8b,ai,1078
D13655.docx,batch03,abstract-ART000864363,P3b,qwen3-8b,ai,401
D13656.docx,batch03,abstract-ART000872746,P3b,qwen3-8b,ai,560
D13657.docx,batch03,abstract-ART000895596,P3b,qwen3-8b,ai,346
D13658.docx,batch03,abstract-ART000876262,P3b,qwen3-8b,ai,389
D13659.docx,batch03,abstract-ART000904620,P3b,qwen3-8b,ai,837
D13660.docx,batch03,abstract-ART000893267,P3b,qwen3-8b,ai,586
D13661.docx,batch03,abstract-ART000853136,P3b,qwen3-8b,ai,364
D13662.docx,batch03,abstract-ART000852418,P3b,qwen3-8b,ai,1040
D13663.docx,batch03,abstract-ART002147822,P3b,qwen3-8b,ai,559
D13664.docx,batch03,abstract-ART000903647,P3b,qwen3-8b,ai,330
D13665.docx,batch03,abstract-ART000876985,P3b,qwen3-8b,ai,587
D13666.docx,batch03,abstract-ART000904717,P3b,qwen3-8b,ai,434
D13667.docx,batch03,abstract-ART000902097,P3b,qwen3-8b,ai,825
D13668.docx,batch03,abstract-ART000897454,P3b,qwen3-8b,ai,627
D13669.docx,batch03,abstract-ART000900922,P3b,qwen3-8b,ai,385
D13670.docx,batch03,abstract-ART000897956,P3b,qwen3-8b,ai,625
D13671.docx,batch03,abstract-ART000856410,P3b,qwen3-8b,ai,1094
D13672.docx,batch03,abstract-ART000907099,P3b,qwen3-8b,ai,380
D13673.docx,batch03,abstract-ART000874557,P3b,qwen3-8b,ai,822
D13674.docx,batch03,abstract-ART000867535,P3b,qwen3-8b,ai,785
D13675.docx,batch03,abstract-ART000884613,P3b,qwen3-8b,ai,562
D13676.docx,batch03,abstract-ART000908144,P3b,qwen3-8b,ai,321
D13677.docx,batch03,abstract-ART002378097,P3b,qwen3-8b,ai,469
D13678.docx,batch03,abstract-ART000905661,P3b,qwen3-8b,ai,362
D13679.docx,batch03,abstract-ART000896018,P3b,qwen3-8b,ai,507
D13680.docx,batch03,abstract-ART001464003,P3b,qwen3-8b,ai,418
D13681.docx,batch03,abstract-ART000901472,P3b,qwen3-8b,ai,501
D13682.docx,batch03,abstract-ART000899362,P3b,qwen3-8b,ai,595
D13683.docx,batch03,abstract-ART000900153,P3b,qwen3-8b,ai,566
D13684.docx,batch03,abstract-ART000864449,P3b,qwen3-8b,ai,406
D13685.docx,batch03,abstract-ART002453098,P3b,qwen3-8b,ai,455
D13686.docx,batch03,abstract-ART000870363,P3b,qwen3-8b,ai,388
D13687.docx,batch03,abstract-ART000885215,P3b,qwen3-8b,ai,795
D13688.docx,batch03,abstract-ART000875923,P3b,qwen3-8b,ai,607
D13689.docx,batch03,abstract-ART000861192,P3b,qwen3-8b,ai,885
D13690.docx,batch03,abstract-ART000942901,P3b,qwen3-8b,ai,639
D13691.docx,batch03,abstract-ART000868073,P3b,qwen3-8b,ai,678
D13692.docx,batch03,abstract-ART000905420,P3b,qwen3-8b,ai,489
D13693.docx,batch03,abstract-ART000864753,P3b,qwen3-8b,ai,1218
D13694.docx,batch03,abstract-ART001735936,P3b,qwen3-8b,ai,574
D13695.docx,batch03,abstract-ART000893850,P3b,qwen3-8b,ai,492
D13696.docx,batch03,abstract-ART000869976,P3b,qwen3-8b,ai,411
D13697.docx,batch03,abstract-ART001795386,P3b,qwen3-8b,ai,499
D13698.docx,batch03,abstract-ART000875792,P3b,qwen3-8b,ai,381
D13699.docx,batch03,abstract-ART001626688,P3b,qwen3-8b,ai,581
D13700.docx,batch03,abstract-ART000905909,P3b,qwen3-8b,ai,670
D13701.docx,batch03,abstract-ART000869805,P3b,qwen3-8b,ai,415
D13702.docx,batch03,abstract-ART000852626,P3b,qwen3-8b,ai,568
D13703.docx,batch03,abstract-ART000863622,P3b,qwen3-8b,ai,369
D13704.docx,batch03,abstract-ART000885301,P3b,qwen3-8b,ai,498
D13705.docx,batch03,abstract-ART000851775,P3b,qwen3-8b,ai,563
D13706.docx,batch03,abstract-ART000902989,P3b,qwen3-8b,ai,493
D13707.docx,batch03,abstract-ART000880549,P3b,qwen3-8b,ai,587
D13708.docx,batch03,abstract-ART001994245,P3b,qwen3-8b,ai,698
D13709.docx,batch03,abstract-ART000854098,P3b,qwen3-8b,ai,805
D13710.docx,batch03,abstract-ART002137253,P3b,qwen3-8b,ai,810
D13711.docx,batch03,abstract-ART001833887,P3b,qwen3-8b,ai,585
D13712.docx,batch03,abstract-ART001359611,P3b,qwen3-8b,ai,662
D13713.docx,batch03,abstract-ART000878239,P3b,qwen3-8b,ai,573
D13714.docx,batch03,abstract-ART002032732,P3b,qwen3-8b,ai,779
D13715.docx,batch03,abstract-ART002378649,P3b,qwen3-8b,ai,471
D13716.docx,batch03,abstract-ART000905165,P3b,qwen3-8b,ai,428
D13717.docx,batch03,abstract-ART002118060,P3b,qwen3-8b,ai,506
D13718.docx,batch03,abstract-ART000905324,P3b,qwen3-8b,ai,886
